ObjectID,RevisitID,Reporter,OccStatus,Status,RevisitDate,DateEnt,DateUp,Location,Latitude,Longitude,Datum,CoordAcc,Abundance,InfestAcre,GrossAcre,PercentCov,Density,Quantity,QuantityU,APPXQuant,NumCollect,Incidence,Severity,ManageStat,PopStat,RecBasis,UUID,RecSrcTyp,VisitType,PlantTreat,TreatComm,Comments,ReviewDate,Reviewer,VerifyMthd,Verified,IDCred,ReviewComm
"11411290","11479445",Jeff Kessenich ,Detected,Treated,08-06-23,08-06-23,,"Clark, Washington, United States","  45.64967","-122.65251",WGS84,,,,,,,,,,,,,Treated,,Human Observation,,Web Report,Treatment,,,,,,,Verified,,
"11453861","11453863",Jeff Kessenich ,Detected,Treated,07-16-23,07-16-23,,"Clark, Washington, United States","  45.63084","-122.64129",WGS84,,,0.02,,,,,,,,,,Treated,,Human Observation,,Web Report,Treatment,,,,,,,Not Verified,,
"11458263","11468961",Jeff Kessenich ,Detected,Treated,07-26-23,07-27-23,,"Clark, Washington, United States","  45.61192","-122.60785",WGS84,,,,,,,,,,,,,Treated,,Human Observation,,Web Report,Treatment,,,,,,,Verified,,
"11474697","11484788",Jeff Kessenich ,Detected,Treated,08-10-23,08-10-23,,"Clark, Washington, United States","  45.63086","-122.63977",WGS84,,,,,,,,,,,,,Treated,,Human Observation,,Web Report,Treatment,,,,,,,Verified,,
"11476948","11559875",Jeff Kessenich ,Detected,Positive,10-03-23,10-03-23,,"Clark, Washington, United States","  45.65506","-122.65660",WGS84,,,0.02,,,,,,,,,,Unknown,,Human Observation,,Web Report,Monitoring/Evaluation,,,,,,,Verified,,
"11476948","11533459",Jeff Kessenich ,Detected,Treated,09-11-23,09-11-23,,"Clark, Washington, United States","  45.65506","-122.65660",WGS84,,,0.02,,,,,,,,,,Treated,,Human Observation,,Web Report,Treatment,,,,,,,Verified,,
"11479364","11484784",Jeff Kessenich ,Detected,Treated,08-10-23,08-10-23,,"Clark, Washington, United States","  45.62422","-122.58929",WGS84,,,0.15,,,,,,,,,,Treated,,Human Observation,,Web Report,Treatment,,,,,,,Verified,,
"11479367","11484785",Jeff Kessenich ,Detected,Treated,08-10-23,08-10-23,,"Clark, Washington, United States","  45.62566","-122.58882",WGS84,,,0.01,,,,,,,,,,Treated,,Human Observation,,Web Report,Treatment,,,,,,,Verified,,
"11416824","11484786",Jeff Kessenich ,Detected,Treated,08-10-23,08-10-23,,"Clark, Washington, United States","  45.62608","-122.58972",WGS84,,,,,,,,,,,,,Treated,,Human Observation,,Web Report,Treatment,,,,,,,Verified,,
"11416826","11484787",Jeff Kessenich ,Detected,Treated,08-10-23,08-10-23,,"Clark, Washington, United States","  45.62514","-122.58976",WGS84,,,,,,,,,,,,,Treated,,Human Observation,,Web Report,Treatment,,,,,,,Verified,,
"11528035","11528163",Jeff Kessenich ,Detected,Treated,09-02-23,09-02-23,,"Clark, Washington, United States","  45.62626","-122.64390",WGS84,,,,,,,,,,,,,Treated,,Human Observation,,Web Report,Treatment,,,,,,,Verified,,
"11528044","11528162",Jeff Kessenich ,Detected,Treated,09-02-23,09-02-23,,"Clark, Washington, United States","  45.62724","-122.64439",WGS84,,,0.04,,,,,,,,,,Treated,,Human Observation,,Web Report,Treatment,,,,,,,Verified,,
"11528045","11528161",Jeff Kessenich ,Detected,Treated,09-02-23,09-02-23,,"Clark, Washington, United States","  45.62763","-122.64477",WGS84,,,0.59,,,,,,,,,,Treated,,Human Observation,,Web Report,Treatment,,,,,,,Verified,,
"9517231","11444608",Jeff Kessenich ,Undetected,Eradicated,07-08-23,07-08-23,,"Clark, Washington, United States","  45.66715","-122.60461",WGS84,,,,,,Low,,,,,,,,,Human Observation,,Web Report,Monitoring/Evaluation,,,,,,,Verified,,
"8688389","9542776",Kevin Harrison Cleveland Metroparks,Detected,Positive,09-25-21,09-25-21,,"Cuyahoga, Ohio, United States","  41.53796"," -81.52039",WGS84,,,0,,,Low,,,,,,,,,,,Web Report,Monitoring,,,"2 small trees. Tallest at 7.5' with DBH of 1"". No fruit. No sign of SLF. UPDATE 9/25/2021: Some have been treated, but there are a couple saplings remaining.",,,,Verified,,
"8688391","9542778",Kevin Harrison Cleveland Metroparks,Detected,Positive,09-25-21,09-25-21,,"Cuyahoga, Ohio, United States","  41.53748"," -81.52080",WGS84,,,0,,,Low,,,,,,,,,,,Web Report,Monitoring,,,"A few trees on the side of the cliff, could not get close to get solid ID. Tallest looked about 20' tall. No fruit seen. UPDATE 9/25/2021: No changes.",,,,Verified,,
"8688392","9542779",Kevin Harrison Cleveland Metroparks,Detected,Positive,09-25-21,09-25-21,,"Cuyahoga, Ohio, United States","  41.53753"," -81.52030",WGS84,,,0,,,Low,,,,,,,,,,,Web Report,Monitoring,,,"Single stem. 5' tall. DBH of 0.5"". No fruit. No sign of SLF. UPDATE 9/25/2021: No changes.",,,,Verified,,
"8688393","9542780",Kevin Harrison Cleveland Metroparks,Detected,Positive,09-25-21,09-25-21,,"Cuyahoga, Ohio, United States","  41.53750"," -81.52028",WGS84,,,0,,,Low,,,,,,,,,,,Web Report,Monitoring,,,"Single stem. 7' tall. DBH of 1"". No fruit. No sign of SLF.  UPDATE 9/25/2021: No changes.",,,,Verified,,
"8688669","9542781",Kevin Harrison Cleveland Metroparks,Detected,Positive,09-25-21,09-25-21,,"Cuyahoga, Ohio, United States","  41.53780"," -81.52057",WGS84,,,0.37,,,High,,,,,,,,,,,Web Report,Monitoring,,,"Significant infestation with numerous trees ranging from large to small in size. Estimated around 50 trees. Largest tree is about 50' tall with a DBH of 31"". It has 6 main stems. No fruit. No sign of SLF. UPDATE 9/25/2021: About half have been successfully treated including the tallest 50' tree. Many saplings remain. 3 trees between 20-30' tall (2 on cliffside and 1 parking lot side) remain. Some are fruiting.",,,,Verified,,
"8685419","9521709",Kevin Harrison Cleveland Metroparks,Detected,Positive,09-11-21,09-16-21,09-16-21,"Cuyahoga, Ohio, United States","  41.55106"," -81.52952",WGS84,,,,,,Medium,,,,,,,,,,,Web Report,Monitoring,,,"About 30 stems scattered. Tallest at 6'. DBH of 0.5"". No fruit. No sign of SLF. UPDATE 9/11/21: Some have been treated. Tallest found at 3'. No fruit or SLF.",,,,Verified,,
"8685420","9521710",Kevin Harrison Cleveland Metroparks,Detected,Positive,09-11-21,09-16-21,,"Cuyahoga, Ohio, United States","  41.55167"," -81.52992",WGS84,,,0,,,Low,,,,,,,,,,,Web Report,Monitoring,,,"About 10 stems plus a few very small saplings. Tallest at about 4'. 0.5"" DBH. No fruit. No sign of SLF. UPDATE 9/11/21: No change. No fruit or SLF.",,,,Verified,,
"8685421","9521711",Kevin Harrison Cleveland Metroparks,Detected,Positive,09-11-21,09-16-21,,"Cuyahoga, Ohio, United States","  41.55163"," -81.52963",WGS84,,,0,,,Low,,,,,,,,,,,Web Report,Monitoring,,,"3 stems scattered. Tallest is 10'. Largest DBH is 1"". No fruit. No sign of SLF. UPDATE 9/11/21: No change. No fruit or SLF.",,,,Verified,,
"8685422","9521712",Kevin Harrison Cleveland Metroparks,Detected,Positive,09-11-21,09-16-21,,"Cuyahoga, Ohio, United States","  41.54923"," -81.52935",WGS84,,,0,,,Low,,,,,,,,,,,Web Report,Monitoring,,,"5 stems. 9"" DBH altogether. No sign of SLF. No fruit. About 15' tall. UPDATE 9/11/21: The largest treated? Others remain with tallest at 6'. No fruit or SLF.",,,,Verified,,
"8685424","9521713",Kevin Harrison Cleveland Metroparks,Detected,Positive,09-11-21,09-16-21,,"Cuyahoga, Ohio, United States","  41.55177"," -81.53030",WGS84,,,0,,,Low,,,,,,,,,,,Web Report,Monitoring,,,"About 2 stems and a few scattered saplings. Tallest is about 1'. 0.5"" DBH. No fruit. No signs of SLF. UPDATE 9/11/21: No change. No fruit or SLF.",,,,Verified,,
"8685425","9521714",Kevin Harrison Cleveland Metroparks,Detected,Positive,09-11-21,09-16-21,09-16-21,"Cuyahoga, Ohio, United States","  41.55000"," -81.52907",WGS84,,,0.02,,,Low,,,,,,,,,,,Web Report,Monitoring,,,"10 stems. 13' tall. Largest DBH about 0.5"". No fruit. No sign of SLF. UPDATE 9/11/21: Tallest has been treated. A few small trees left with the tallest at 7' and a 0.5"" DBH. No fruit or SLF.",,,,Verified,,
"8685426","9521715",Kevin Harrison Cleveland Metroparks,Detected,Positive,09-11-21,09-16-21,,"Cuyahoga, Ohio, United States","  41.55156"," -81.53057",WGS84,,,0,,,Medium,,,,,,,,,,,Web Report,Monitoring,,,"1 large stem surrounded by about 25 smaller stems. Largest 40' tall. Largest DBH of 12"". No fruit. No sign of SLF. UPDATE 9/11/21: Largest is dying. The next largest tree is 25' tall and a 4.5"" DBH.  It is fruiting. Many saplings surrounding. No SLF.",,,,Verified,,
"8685427","9521716",Kevin Harrison Cleveland Metroparks,Detected,Positive,09-11-21,09-16-21,,"Cuyahoga, Ohio, United States","  41.54945"," -81.52984",WGS84,,,0,,,Low,,,,,,,,,,,Web Report,Monitoring,,,"30' tall. Single stem. 7"" DBH. Fruiting. No sign of SLF. UPDATE 9/11/21: Tree appears to have been treated and looks to be dying. Saplings are surrounding it. The tree is fruiting. No SLF.",,,,Verified,,
"8685428","9521717",Kevin Harrison Cleveland Metroparks,Detected,Positive,09-11-21,09-16-21,,"Cuyahoga, Ohio, United States","  41.55076"," -81.52952",WGS84,,,,,,Low,,,,,,,,,,,Web Report,Monitoring,,,"4 stems scattered. Tallest at 10'. DBH of 0.5"". No fruit. No sign of SLF. UPDATE 9/11/21: Largest tree gone. 4 saplings ~2' tall. No fruit or SLF.",,,,Verified,,
"8685430","9521718",Kevin Harrison Cleveland Metroparks,Detected,Positive,09-11-21,09-16-21,,"Cuyahoga, Ohio, United States","  41.55209"," -81.53122",WGS84,,,0,,,Low,,,,,,,,,,,Web Report,Monitoring,,,"Two stems, larger one then smaller one 10 feet to the left. Largest about 10' tall. DBH of 1"". No fruit. No sign of SLF. UPDATE 9/11/21: No change. No fruit or SLF.",,,,Verified,,
"8685431","9521719",Kevin Harrison Cleveland Metroparks,Detected,Positive,09-11-21,09-16-21,,"Cuyahoga, Ohio, United States","  41.55019"," -81.52937",WGS84,,,0,,,Low,,,,,,,,,,,Web Report,Monitoring,,,"2 stems. 13' tall. 2"" DBH. No fruit. No sign of SLF. UPDATE 9/11/21: Tallest tree has been treated and removed. Single tree remains at 4' tall. No fruit or SLF.",,,,Verified,,
"8685433","9521720",Kevin Harrison Cleveland Metroparks,Detected,Positive,09-11-21,09-16-21,09-16-21,"Cuyahoga, Ohio, United States","  41.55532"," -81.53223",WGS84,,,0.02,,,Low,,,,,,,,,,,Web Report,Monitoring,,,"2 stems. 2' tall. 0.5"" DBH. No fruit. No sign SLF. UPDATE 9/11/21: No change. No fruit or SLF. Found 2 more saplings about 10' downstream and another two 20' downstream. Map updated.",,,,Verified,,
"8685434","9521721",Kevin Harrison Cleveland Metroparks,Detected,Positive,09-11-21,09-16-21,,"Cuyahoga, Ohio, United States","  41.55151"," -81.53033",WGS84,,,0,,,Medium,,,,,,,,,,,Web Report,Monitoring,,,"About 10 stems scattered. Tallest at 7'. DBH of 1"". No fruit. No sign of SLF. UPDATE 9/11/21: Tallest has been treated. 4 stems remain with the tallest at 2'. No fruit or SLF.",,,,Verified,,
"8685435","9521722",Kevin Harrison Cleveland Metroparks,Detected,Positive,09-11-21,09-16-21,,"Cuyahoga, Ohio, United States","  41.55045"," -81.52931",WGS84,,,0,,,Low,,,,,,,,,,,Web Report,Monitoring,,,"2 stems. 30' tall. Largest DBH is 3"". No fruit. No sign SLF. UPDATE 9/11/21: Large tree is treated and dead. Couple of small saplings remain. No fruit or SLF.",,,,Verified,,
"8685436","9521723",Kevin Harrison Cleveland Metroparks,Detected,Positive,09-11-21,09-16-21,,"Cuyahoga, Ohio, United States","  41.55235"," -81.53135",WGS84,,,0,,,Low,,,,,,,,,,,Web Report,Monitoring,,,"2 stems. Larger stem and a smaller about 10' to the right. Largest ~15' tall. DBH of 1"". No fruit. No sign of SLF. UPDATE 9/11/21: No change. No fruit or SLF.",,,,Verified,,
"8685437","9521724",Kevin Harrison Cleveland Metroparks,Detected,Positive,09-11-21,09-16-21,,"Cuyahoga, Ohio, United States","  41.55114"," -81.52912",WGS84,,,0.1,,,Medium,,,,,,,,,,,Web Report,Monitoring,,,"Approximately 40 stems. Many of them under 2' tall scattered throughwoods. Tallest stem ~12'. Largest DBH is 2"". No fruit. No sign SLF. UPDATE 9/11/21: No change. No fruit or SLF.",,,,Verified,,
"8585335","9508050",Kevin Harrison Cleveland Metroparks,Detected,Positive,08-28-21,08-28-21,08-28-21,"Cuyahoga, Ohio, United States","  41.56656"," -81.53455",WGS84,,,0.04,,Moderate,Medium,,,,,,,,,,,Web Report,Monitoring,,,"Approximately 10-15 trees along this strip of shoreline. One has six stems so difficult to tell how many single trees. Largest DBH is 36.5"" (6 stem). Most trees are fruiting. No sign of SLF.  UPDATE 8/28/21: Largest tree has been cut down and treated, though the other trees previously mentioned, some of them mature and fruiting are still present. No sign of SLF.",,,,Verified,,
"8628901","9508051",Kevin Harrison Cleveland Metroparks,Detected,Positive,08-28-21,08-28-21,08-28-21,"Cuyahoga, Ohio, United States","  41.56744"," -81.53459",WGS84,,,0.08,,,Medium,,,,,,,,,,,Web Report,Monitoring,,,"About seven trees along this stretch. Largest DBH 7.5"". Tallest tree is about 20'. Some trees are fruiting. No sign of spotted lanternfly.   UPDATE 8/28/21: No change from previous report.",,,,Verified,,
"8628902","9508052",Kevin Harrison Cleveland Metroparks,Detected,Positive,08-28-21,08-28-21,,"Cuyahoga, Ohio, United States","  41.56708"," -81.53427",WGS84,,,0,,,Low,,,,,,,,,,,Web Report,Monitoring,,,"0.1"" DBH. ~7' tall. Single stem. No fruit. No sign of spotted lanternfly.  UPDATE 8/28/21: No change from previous report.",,,,Verified,,
"8628903","9508053",Kevin Harrison Cleveland Metroparks,Detected,Positive,08-28-21,08-28-21,,"Cuyahoga, Ohio, United States","  41.56693"," -81.53394",WGS84,,,0,,,Low,,,,,,,,,,,Web Report,Monitoring,,,"Patch of 7 stems. Largest DBH is 1"". Tallest is ~15'. No fruit. No sign of spotted Lanternfly.  UPDATE 8/28/21: No change from previous report.",,,,Verified,,
"8628904","9508054",Kevin Harrison Cleveland Metroparks,Detected,Positive,08-28-21,08-28-21,,"Cuyahoga, Ohio, United States","  41.56678"," -81.53409",WGS84,,,0,,,Low,,,,,,,,,,,Web Report,Monitoring,,,"0.5"" DBH. About 10' tall. Single stem. No fruit. No sign of spotted lanternfly. Growing next to what I believe is a black walnut tree, so take care not to overlook.  UPDATE 8/28/21: No change from previous report.",,,,Verified,,
"8628905","9424961",Joshua Philipps Cleveland Metroparks,Detected,Positive,12-17-20,12-18-20,12-18-20,"Cuyahoga, Ohio, United States","  41.56560"," -81.53496",,,,,,,,,,,,,,,,,,Unknown,Treatment,,,,,,,Not Verified,,
"8585336","9424963",Joshua Philipps Cleveland Metroparks,Detected,Treated,12-17-20,12-18-20,12-18-20,"Cuyahoga, Ohio, United States","  41.56542"," -81.53583",,,,,,,,,,,,,,,,,,Web Report,Treatment,,,Basal Bark Application,,,,Not Verified,,
"8585337","9424962",Joshua Philipps Cleveland Metroparks,Detected,Positive,12-17-20,12-18-20,12-18-20,"Cuyahoga, Ohio, United States","  41.56440"," -81.53562",,,,,,,,,,,,,,,,,,Unknown,Treatment,,,,,,,Not Verified,,
"10691839","10738707",Tom Erler King County DNRP,Detected,Positive,11-08-22,11-08-22,,"King, Washington, United States",,,WGS84,,,,,,,,,,,,,Unknown,,Human Observation,,Web Report,Monitoring,,,Small stand or multi-trunked individual. Produces copious winged seeds which sprout in neighbors' yards. Homeowner probably not aware of invasive nature.,,,,Verified,,
"10738701","10738708",Tom Erler King County DNRP,Detected,Positive,11-08-22,11-08-22,,"King, Washington, United States",,,WGS84,,,0,,,Low,,,,,,,Unknown,,Human Observation,,Web Report,Monitoring,,,"single large tree in front of house. homeowner may be attached to it (it's been pruned off the roof a couple of times instead of being removed), but we've told her about its noxious qualities.",,,,Verified,,
"10738701","10738801",Tom Erler King County DNRP,Detected,Positive,11-08-22,11-08-22,,"King, Washington, United States",,,WGS84,,,0,,,Low,,,,,,,Unknown,,Human Observation,,Web Report,Monitoring,,,"single large tree in front of house. homeowner may be attached to it (it's been pruned off the roof a couple of times instead of being removed), but we've told her about its noxious qualities.",,,,Verified,,
"10738701","10738802",Tom Erler King County DNRP,Detected,Positive,11-08-22,11-08-22,,"King, Washington, United States","  47.45260","-122.28417",WGS84,,,0,,,Low,,,,,,,Unknown,,Human Observation,,Web Report,Monitoring,,,"single large tree in front of house. homeowner may be attached to it (it's been pruned off the roof a couple of times instead of being removed), but we've told her about its noxious qualities.",,,,Verified,,
"10738701","10738803",Tom Erler King County DNRP,Detected,Positive,11-08-22,11-08-22,,"King, Washington, United States",,,WGS84,,,0,,,Low,,,,,,,Unknown,,Human Observation,,Web Report,Evaluation,,,"single large tree in front of house. homeowner may be attached to it (it's been pruned off the roof a couple of times instead of being removed), but we've told her about its noxious qualities.",,,,Verified,,
"10738701","10760394",Tom Erler King County DNRP,Detected,Positive,12-01-22,12-01-22,,"King, Washington, United States",,,WGS84,,,0,,,Low,,,,,,,Unknown,,Human Observation,,Web Report,Evaluation,,,"single large tree in front of house. homeowner may be attached to it (it's been pruned off the roof a couple of times instead of being removed), but we've told her about its noxious qualities.",,,,Verified,,
"10738701","10738706",Tom Erler King County DNRP,Detected,Positive,11-08-22,11-08-22,,"King, Washington, United States",,,WGS84,,,0,,,Low,,,,,,,Unknown,,Human Observation,,Web Report,Monitoring,,,"single large tree in front of house. homeowner may be attached to it (it's been pruned off the roof a couple of times instead of being removed), but we've told her about its noxious qualities.",,,,Verified,,
"11352425","11357864",peggy toolis Eradication Nation,Detected,Positive,05-28-23,05-28-23,,"Clark, Washington, United States","  45.66916","-122.56346",WGS84,,,,,,,,,,,,,Unknown,,Human Observation,,Web Report,Monitoring,,,,,,,Verified,,
"11416676","11528379",peggy toolis Eradication Nation,Detected,Positive,09-05-23,09-05-23,,"Clark, Washington, United States","  45.62521","-122.59850",WGS84,,,,,,,,,,,,,Unknown,,Human Observation,,Web Report,Monitoring/Evaluation,,,,,,,Verified,,
"11416677","11528381",peggy toolis Eradication Nation,Detected,Positive,09-05-23,09-05-23,,"Clark, Washington, United States","  45.62421","-122.59933",WGS84,,,,,,,,,,,,,Unknown,,Human Observation,,Web Report,Monitoring/Evaluation,,,,,,,Verified,,
"11416678","11528378",peggy toolis Eradication Nation,Detected,Positive,09-05-23,09-05-23,,"Clark, Washington, United States","  45.62611","-122.59977",WGS84,,,,,,,,,,,,,Unknown,,Human Observation,,Web Report,Monitoring/Evaluation,,,,,,,Verified,,
"11445627","11563474",peggy toolis Eradication Nation,Detected,Positive,10-06-23,10-06-23,,"Clark, Washington, United States","  45.63920","-122.62280",WGS84,,,0.32,,,,,,,,,,Unknown,,Human Observation,,Web Report,Monitoring/Evaluation,,,,,,,Verified,,
"11424907","11531263",peggy toolis Eradication Nation,Detected,Positive,09-07-23,09-07-23,,"Clark, Washington, United States","  45.64260","-122.57160",WGS84,,,,,,,,,,,,,Unknown,,Human Observation,,Web Report,Monitoring/Evaluation,,,,,,,Verified,,
"11424916","11531232",peggy toolis Eradication Nation,Detected,Positive,09-07-23,09-07-23,,"Clark, Washington, United States","  45.64847","-122.57130",WGS84,,,,,,,,,,,,,Unknown,,Human Observation,,Web Report,Monitoring/Evaluation,,,,,,,Not Verified,,
"11485525","11523151",peggy toolis Eradication Nation,Detected,Positive,08-31-23,08-31-23,,"Clark, Washington, United States","  45.64867","-122.66776",WGS84,,,0.01,,,,,,,,,,Unknown,,Human Observation,,Web Report,Monitoring/Evaluation,,,,,,,Verified,,
"8817981","11554495",peggy toolis Eradication Nation,Detected,Positive,09-28-23,09-28-23,,"Clark, Washington, United States","  45.66604","-122.63834",WGS84,,,0.03,0,,,,,,,,,Unknown,,Human Observation,,Web Report,Monitoring/Evaluation,,,,,,,Not Verified,,
"10612984","11528394",peggy toolis Eradication Nation,Detected,Positive,09-05-23,09-05-23,,"Clark, Washington, United States","  45.62201","-122.59099",WGS84,,,0,0,,,,,,,,,Unknown,,Human Observation,,Web Report,Monitoring/Evaluation,,,"On my property, several new growths as well.",,,,Verified,,
"9618974","11447318",peggy toolis Eradication Nation,Undetected,Eradicated,07-11-23,07-12-23,,"Clark, Washington, United States","  45.67199","-122.52254",WGS84,,,,,,Low,,,,,,,,,Human Observation,,Web Report,Monitoring/Evaluation,,,Under? New landscaping or pulled during final touches of the fast food business.,,,,Verified,,
